Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0315825451460077,0.0884468369126826,0.0724994852518057,0,0,0,1.97691631503348,0.0177175290942923,-1.55927242375705E-05,-1.61455385878767E-06,0.0185480963265998,-7.6495979640586E-07,0.0194249721655364,0,0,0,0,0,0,package://ee_description/meshes/base_link.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://ee_description/meshes/base_link.STL,,_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/XYZ-PJ24-2653-01-05 吸盘法兰.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/标定板(6700).STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/XYZ-PJ24-2653-01-06 管线支架flangeA.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/WY-36G.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/2974461 VUVS-L30-G-COVER53---(H---0_M).STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/34431 MSSD-F---(0).STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/8085325 VACF-B-B2-1---(C).STEP-2;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/1271695 VUVS-L30-.5.-G38 HOUSING---(H---0_-).STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/186348 QSL-G3_8-16.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/186348 QSL-G3_8-16.STEP-2;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/34431 MSSD-F---(0).STEP-2;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/2974461 VUVS-L30-G-COVER53---(H---0_-).STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/8085325 VACF-B-B2-1---(C).STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/1878611 VACF-B---(C).STEP-2;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/19143 MF-LD-12-24DC.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/1808372 F-M4x40.5-10.9.STEP-4;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/186348 QSL-G3_8-16.STEP-3;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/1206624 AMTE-M-H-G38.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/19143 MF-LD-12-24DC.STEP-2;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/3570 B-3_8.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/1808372 F-M4x40.5-10.9.STEP-3;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/1808372 F-M4x40.5-10.9.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/FESTO G3_8 中泄阀.STEP-1/575634 VUVS-L30-P53E-MD-G38-F8-1B2.STEP-1/1878611 VACF-B---(C).STEP-1,坐标系6,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
ee,-0.01376744252958,0.0105185069538265,-0.042821327834385,0,0,0,14.8246047798321,0.169687053802028,-0.00456436315901842,3.71519809177454E-07,0.379644529251002,-1.93054109823794E-07,0.547057358639197,0,0,0,0,0,0,package://ee_description/meshes/ee.STL,1,1,1,1,0,0,0,0,0,0,package://ee_description/meshes/ee.STL,,_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/400x600吸盘.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/186348 QSL-G3_8-16.STEP-1;_XYZ-PJ24-2653 总装配20250108.STEP-1/XYZ-PJ24-2653-XX robot组件.STEP-1/XYZ-PJ24-2653-XX 吸盘组件.STEP-1/186348 QSL-G3_8-16.STEP-2,坐标系8,基准轴6,joint_ee,fixed,0,0,0.316,0,0,0,base_link,0,0,0,,,,,,,,,,,,
